index,series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country/state,suspects_amount,non-suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby-dum,scrappy-doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
126,Laff-a-Lympics,ABC,2,Washington D.C.,6.4,14.0,1978-10-14,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,Urban,Washington D.C.,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,False,,,,,
127,The Scooby-Doo Show,ABC,3,The Creepy Case of Old Iron Face,7.7,80.0,1978-10-21,23,TV Series,Old Iron Face,Male,Disguised,Pirate,Human,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,Island,United States,3,False,True,Mama Mione,Female,1,Smuggling,,,False,6,0.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
128,Laff-a-Lympics,ABC,2,Canada,6.2,13.0,1978-10-21,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,True,False,False,False,False,,Forest,Canada,0,,,,,0,,,,False,1,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,,,,Casey Kasem,Don Messick
129,Laff-a-Lympics,ABC,2,"Warsaw, Poland",6.2,13.0,1978-10-21,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Urban,Poland,0,,,,,0,,,,False,0,,,,,,,,,,,,False,True,False,False,False,,,,,
131,Laff-a-Lympics,ABC,2,Siam,6.8,12.0,1978-10-28,12,TV Series (segmented),,,,,,,0,,,,,,,,,,,,,,,,,,,,,False,False,False,,Jungle,Siam,0,,,,,0,,,,False,0,,,,,,,,,,,,False,False,False,False,False,,,,,
132,Laff-a-Lympics,ABC,2,The Moon,6.8,12.0,1978-10-28,12,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Moon,Moon,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,False,True,,,,Casey Kasem,Don Messick
133,The Scooby-Doo Show,ABC,3,Make a Beeline Away from that Feline,8.0,88.0,1978-11-04,23,TV Series,Cat Creature,Male,Animal,Humanoid,Cat,False,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Urban,New York,3,False,True,Mr. Bixby,Male,1,Theft,,,False,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
134,The Scooby-Doo Show,ABC,3,The Creepy Creature of Vulture's Claw,7.5,80.0,1978-11-11,23,TV Series,Mantis,Male,Animal,Humanoid,Mantis,False,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Rural,United States,4,False,True,Proff. Greer,Male,1,Natural Resource,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
135,The Scooby-Doo Show,ABC,3,The Diabolical Disc Demon,7.5,84.0,1978-11-18,23,TV Series,Phantom,Male,Ghost,Musician,Human,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,Urban,United States,6,False,True,Ace Decade,Male,1,Smuggling,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
136,The Scooby-Doo Show,ABC,3,Scooby's Chinese Fortune Kooky Caper,7.5,85.0,1978-11-25,23,TV Series,Moon Monster,Male,Ghost,Demon,Beast,False,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Urban,China,3,False,True,Chin Wong Sing,Male,1,Theft,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
137,The Scooby-Doo Show,ABC,3,A Menace in Venice,7.5,92.0,1978-12-02,23,TV Series,Ghostly Gondolier,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,Urban,Italy,4,False,True,Mario,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
138,The Scooby-Doo Show,ABC,3,Don't Go Near the Fortress of Fear,7.2,83.0,1978-12-09,23,TV Series,Ghost of Juan Carlos,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Island,Puerto Rico,5,False,True,Cptn. Eddy,Male,1,Treasure,you meddling young fools,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
140,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,7.1,84.0,1978-12-23,23,TV Series,Beast of Bottomless Lake,Male,Animal,Humanoid,Sea-Monster,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,Forest,Canada,4,False,True,Julie Johnson,Female,1,Smuggling,,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
141,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,7.6,67.0,1979-09-22,21,TV Series,Blue Scarab,Male,Disguised,Super-Villain,Human,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Urban,United States,4,False,True,Howard Gruger,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
142,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,7.6,59.0,1979-09-29,21,TV Series,Night Ghoul,Male,Undead,Ghoul,Human,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Urban,United States,4,False,True,Mr. Marino,Male,1,Theft,,,False,0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,7.6,54.0,1979-10-06,21,TV Series,Alien,Male,Extraterrestrial,Alien,Alien,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,Forest,United States,3,False,True,Tessie,Female,1,Smuggling,,,False,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,7.4,55.0,1979-10-13,21,TV Series,Neon Phantom,Male,Ghost,Phantom,Human,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Urban,California,3,False,True,Bill Walker,Male,1,Competition,,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,7.4,51.0,1979-10-27,21,TV Series,Sky Skeleton,Male,Undead,Skeleton,Human,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,Rural,United States,4,False,True,Eddie Drake,Male,1,Natural Resource,,,False,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,7.5,51.0,1979-11-03,21,TV Series,Dragon Beast,Male,Mythical,Humanoid,Dragon,False,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Urban,Japan,3,False,True,Mr. Husai,Male,1,Theft,,,False,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,7.3,53.0,1979-11-10,21,TV Series,Devil Bear,Male,Animal,Demon,Bear,False,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Desert,Arizona,4,False,True,Chuck Hunt,Male,1,Treasure,,,False,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,7.6,47.0,1979-11-17,21,TV Series,Sea Beast of the Aztecs,Male,Animal,Humanoid,Sea-Monster,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Coast,Mexico,2,False,True,Tiger Morris,Male,1,Treasure,you,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,8.0,52.0,1979-11-24,21,TV Series,Lady Vampire of the Bat,Female,Undead,Vampire,Human,False,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Urban,California,3,False,True,Lefty Callahan,Female,1,Theft,,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48.0,1979-12-01,21,TV Series,Star Creature,Male,Extraterrestrial,Humanoid,Star,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,Rural,United States,4,False,True,Mr. Greenfield,Male,1,Theft,,,False,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52.0,1979-12-08,21,TV Series,Shadow Creature,Male,Animal,Humanoid,Creature,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Urban,United States,4,False,True,Brandon Davies,Male,1,Theft,,,False,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
153,Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,6.1,1051.0,1979-12-14,49,Movie,,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Urban,California,3,,,,,0,,,,False,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,False,False,False,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48.0,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,Male,Ghost,Phantom,Human,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Snow,United States,3,False,True,Will Henry Pratt,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
155,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47.0,1979-12-22,21,TV Series,Ghost of the Great Haldane,Male,Ghost,Magician,Human,False,1,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Urban,New Jersey,4,False,True,Morgan the Magician,Male,1,Theft,,,False,0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46.0,1979-12-29,21,TV Series,Minotaur,Male,Mythical,Minotaur,Minotaur,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Rural,Greece,3,False,True,Nick Papas,Male,1,Treasure,,,False,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,False,False,True,False,False,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
159,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35.0,1980-11-08,8,TV Series (segmented),Sylvester,Male,Undead,Vampire,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,False,,,0,Food,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
160,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,7.1,35.0,1980-11-08,8,TV Series (segmented),Chinese Food Factory Burglar,Male,Disguised,Masked,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,,Urban,California,0,True,True,Chinese Food Factory Burglar,Male,1,Theft,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
161,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,7.2,36.0,1980-11-15,8,TV Series (segmented),Arabian Magician,Male,Magician,Magician,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Saudi Arabia,0,,False,,,0,Experimentation,,,False,0,,,,,,,,3.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
162,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,7.2,37.0,1980-11-15,8,TV Series (segmented),Cat Man,Male,Animal,Humanoid,Cat,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Mountain,South America,0,,False,,,0,Food,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
163,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,6.8,32.0,1980-11-15,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Ocean,United States,1,False,False,Sailor,Male,1,Trespassing,,,False,0,,,,,,,,3.0,0.0,1.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
164,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,7.2,36.0,1980-11-22,8,TV Series (segmented),Mummy,Male,Undead,Mummy,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Egypt,0,,False,,,0,Trespassing,,,False,0,,,,,,,,7.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
165,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",7.2,37.0,1980-11-22,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Coast,United States,0,,,,,0,,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
166,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stuntman Scooby,7.2,36.0,1980-11-22,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,,,,,0,,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
167,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Three Ding-a-Ling Circus,7.2,37.0,1980-11-29,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Boss,Male,1,Competition,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
168,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fantastic Island,7.1,31.0,1980-11-29,8,TV Series (segmented),Caveman,Male,Ancient,Caveman,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Island,United States,0,,,,,0,Assistance,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
169,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Long John Scrappy,6.8,32.0,1980-11-29,8,TV Series (segmented),Pirate,Male,Ancient,Pirate,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Ocean,United States,0,,,,,0,Abduction,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
170,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Bull Fright,6.8,32.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Mexico,0,,,,,0,,,,False,0,,,,,,,,0.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
171,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Ghosts West,6.7,36.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,United States,1,False,False,Inkeeper,Male,1,Haunt,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
172,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Bungle in the Jungle,7.1,31.0,1980-12-06,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Jungle,Africa,1,False,False,Nazrat of the Jungle,Male,1,Trespassing,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
173,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fun Zone,7.1,31.0,1980-12-13,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,United States,1,False,False,Killer Krunch,Male,1,Anger,,,False,0,,,,,,,,4.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
174,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Swamp Witch,6.7,36.0,1980-12-13,8,TV Series (segmented),Swamp Witch,Female,Magician,Witch,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Swamp,United States,0,,,,,0,Food,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
175,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Sir Scooby and the Black Knight,7.0,29.0,1980-12-13,8,TV Series (segmented),Knight,Male,Ancient,Knight,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Scotland,0,,,,,0,Trespassing,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
176,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Waxworld,6.7,36.0,1980-12-20,8,TV Series (segmented),Wax Master,Male,Possessed Object,Statue,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,England,0,,,,,0,Abduction,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
178,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scrappy's Birthday,7.0,29.0,1980-12-20,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Orderly,Male,1,Anger,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
179,Scooby-Doo and Scrappy-Doo (second series),ABC,1,South Seas Scare,7.0,32.0,1980-12-27,8,TV Series (segmented),Lava Monster,Male,Possessed Object,Statue,Lava,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Jungle,Hawaii,0,,,,,0,Trespassing,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
180,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Swiss Miss,6.7,29.0,1980-12-27,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Snow,Switzerland,1,False,False,Bulldog,Male,1,Competition,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
181,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Alaskan King Coward,7.0,32.0,1980-12-27,8,TV Series (segmented),Alaskan Monster,Male,Animal,Beast,Snow-Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,False,Snow,Alaska,0,,,,,0,Food,,,False,0,,,,,,,,5.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
182,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Et Tu, Scoob?",6.7,29.0,1981-01-03,8,TV Series (segmented),Rocky Maximus,Male,Ancient,Gladiator,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Italy,1,,,,,0,Competition,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
183,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Soggy Bog Scooby,6.7,29.0,1981-01-03,8,TV Series (segmented),Swamp Monster,Male,Animal,Beast,Swamp-Monster,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Swamp,United States,0,,,,,0,Food,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
184,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Gumbo,7.0,32.0,1981-01-03,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,Louisiana,1,False,False,Cheft,Male,1,Trespassing,,,False,0,,,,,,,,2.0,0.0,0.0,0.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
185,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Way Out Scooby,7.0,32.0,1981-01-10,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Desert,Mars,2,,,,,0,,,,False,0,,,,,,,,3.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
186,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Strongman Scooby,7.0,32.0,1981-01-10,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Coast,United States,1,False,False,Bulldog,Male,1,Bully,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
187,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Moonlight Madness,7.0,32.0,1981-01-10,8,TV Series (segmented),Shaggy,Male,Animal,Werewolf,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,Austria,1,False,False,Adolf,Male,1,Loneliness,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
188,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Dog Tag Scooby,7.1,31.0,1981-01-17,8,TV Series (segmented),,,,,,,0,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,1,False,False,Sergent,Male,1,Training,,,False,0,,,,,,,,2.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
190,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Trip to Ahz,7.1,31.0,1981-01-17,8,TV Series (segmented),Wicked Witch of the North by Southeast,Female,Magician,Witch,Human,False,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,,,,0,Imagination,,,False,0,,,,,,,,0.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
191,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fright at the Opera,7.2,31.0,1981-01-24,8,TV Series (segmented),Phantom of the Sewers,Male,Disguised,Phantom,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,True,False,False,Urban,France,0,,,,,0,Trespassing,,,False,0,,,,,,,,4.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
192,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Robot Ranch,7.1,31.0,1981-01-24,8,TV Series (segmented),Rawhide Red,Male,Mechanical,Robot,Object,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Rural,United States,0,,,,,0,Abduction,,,False,0,,,,,,,,1.0,0.0,0.0,1.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
193,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Surprised Spies,7.1,31.0,1981-01-24,8,TV Series (segmented),Enemy Spy,Male,Disguised,Spy,Human,True,1,,,,False,False,,,,False,False,,,,False,False,,,,False,False,False,False,False,,Urban,California,0,,,,,0,Theft,,,False,0,,,,,,,,2.0,0.0,0.0,2.0,False,False,True,False,False,,,,Casey Kasem,Don Messick
